titulo,autores,resumen,editorial,fecha,link
"Percepciones acerca de la presencia de palomas en espacios públicos y su importancia en la salud pública en un distrito de Lima, Peru","Arteaga Gracian, María del Carmen Flavia; Asmat, I.; Leon Cordova, Daphne Jhoanna; Falcon Perez, Nestor Gerardo","Resumen:The aim of this study was to describe the population’s perception about the presence of pigeons in public spaces and its implication in public health. An instrument containing the following variables was developed and validated by experts: demographic information, perception of factors related to the presence of pigeons, the problems they can cause, their importance as a reservoir of zoonoses, population control measures, human practices in relation to pigeons, and collateral problems of public interest. In total, 402 valid surveys were collected. Among them, 89.6% of participants recognized that pigeons transmit diseases, 78.9% heard of psittacosis, 78.1% of cryptococcosis, 72.4% of histoplasmosis, 71.9% of salmonellosis and 63.2% of colibacillosis. More than 80% recognized that pigeons produce environmental contamination by droppings, are hosts to external parasites, their population increases due to having access to food and water, and this must be controlled. The 76.6% of people prefer municipal sanctions as a control method, while 70.9% were unaware of the existence of the Municipal Ordinance that regulates the control of pigeons in the district and less than 20% perceived that the animal welfare of pigeons was affected. The study may be useful to assess the need to update, modify and incorporate actions to control pigeon populations in the Lince district, Lima, Peru.El objetivo del estudio fue describir la percepción de la población sobre la presencia de palomas en espacios públicos y su implicancia en la salud pública. Se elaboró y validó por juicio de expertos un instrumento que contenía las siguientes variables: información demográfica, percepción sobre los factores relacionados a la presencia de palomas, los problemas que pueden ocasionar, la importancia como reservorio de zoonosis, las medidas de control de la población, prácticas humanas con relación a las palomas, y problemas colaterales de interés público. Se recolectaron 402 encuestas válidas. El 89.6%de participantes reconocieron que las palomas transmiten enfermedades, 78.9% escuchó de psitacosis, 78.1% de criptococosis, 72.4% de histoplasmosis, 71.9% de salmonelosis y 63.2% de colibacilosis. Más del 80% reconocieron que las palomas producen contaminación ambiental por excrementos, son hospederos de parásitos externos, su población aumenta por tener acceso a alimento y agua, y esta debe de controlarse. El 76.6% de las personas prefieren como método de control las sanciones municipales, mientras que el 70.9% desconocía la existencia de la Ordenanza Municipal que regula el control de palomas en el distrito y menos del 20% percibían que el bienestar animal de las palomas se ve afectado. El estudio puede ser útil para evaluar la necesidad para actualizar, modificar e incorporar acciones para el control de las poblaciones de palomas en el distrito de Lince de Lima, Perú.",Universidad Nacional Mayor de San Marcos,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14686
Factores asociados al examen nacional del internado médico: Efectos del licenciamiento universitario,"Flores Cohalia, Javier Alejandro; Miranda-Chávez, B.; Fuentes-Yufra, A.; Rivarola-Hidalgo, M.; Copaja-Corzo, C.","Resumen:Introduction: Licensing of medical programs is a fundamental process to ensure the quality of medical education. However, the evidence regarding the impact of these processes remains controversial. Objective: To describe the academic and institutional characteristics of students who took the National Examination of the Social Health Insurance (EsSalud) and explore their association with the score obtained. Method: Analytical cross-sectional study of a secondary database of medical students who took the EsSalud examination in Peru on December 27, 2022. We evaluated the factors associated with the EsSalud examination score using linear regression. Results: We evaluated 1228 medical students who took the EsSalud examination. The median score on the Es-Salud examination was 12.2 (range 10.2 to 13.8); 35.9% of the students passed the exam, and only 26.5% came from a university that has a program of medicine already licensed. In the adjusted model, the score on the EsSalud examination was higher in students who belonged to a university with an already graduated medicine program (β 0.5; 95% CI: 0.2 to 0.8) and those with a weighted average higher than or equal to 13. And the score was lower in students from societal (β –1.2; –1.6 to –0.8) or associative (β –2.0; 2.4 to–1.6) universities with respect to students from national universities. Discussion: We examined the factors associated with performance in the National Medical Internship Exam in Peru. Licensing of medical programs and belonging to national universities were associated with higher scores on the EsSalud examination. We recommend improving the transparency of these exams and continuing with the licensing of programs. Conclusions: Medical students from national universities, universities with a graduate medicine program, and a weighted university average greater than or equal to 13 performed better in the EsSalud national medical internship exam.Introducción: El licenciamiento de los programas de medicina es un proceso fundamental para asegurar la calidad de la educación médica. Sin embargo, la evidencia del impacto de estos procesos es controversial. Objetivo: Describir las características académicas e institucionales de estudiantes que rindieron el Examen de Internado Médico del Seguro Social de Salud (EsSalud) y explorar su asociación con el puntaje obtenido. Método: Estudio transversal analítico de una base de datos secundaria de estudiantes de medicina que rindieron el Examen de EsSalud en Perú el 27 de diciembre del 2022. Evaluamos los factores asociados al puntaje del examen de EsSalud mediante regresión lineal. Resultados: Evaluamos a 1,228 estudiantes de medicina que rindieron el examen de EsSalud. La mediana de puntaje en el Examen de EsSalud fue de 12.2 (rango 10.2 a 13.8), el 35.9% de los estudiantes aprobó el examen y solo el 26.5% proviene de una Universidad que cuenta con el programa de medicina ya licenciado. En el modelo ajustado, el puntaje en el Examen de EsSalud fue mayor en estudiantes que pertenecían a una universidad con el programa de medicina ya licenciado (β 0.5; IC 95%: 0.2 a 0.8) y aquellos con un promedio ponderado universitario mayor o igual a 13. Y el puntaje fue menor en estudiantes de universidades societarias (β –1.2; –1.6 a –0.8) o asociativa (β –2.0; –2.4 a –1.6). Discusión: Examinamos los factores asociados con el desempeño en el examen nacional de internado médico en Perú. Se encontró que el licenciamiento de los programas de medicina y la pertenencia a universidades nacionales se relacionaron con puntajes más altos en el Examen de EsSalud. Recomendamos mejorar la transparencia de estos exámenes y continuar con el licenciamiento de los programas. Conclusiones: Los estudiantes de medicina provenientes de universidades nacionales y con promedio mayor o igual a 13 tuvieron mejor desempeño en el Examen de EsSalud.",Universidad Nacional Autonoma de Mexico,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14685
Generación de un test predictivo para el diagnóstico de la etiología de la hemorragia digestiva alta variceal,"Pérez Condori, Luis Yasser; Alvarado-Malca, Arnold Esthif; Loza Munarriz, Cesar Antonio; Espinoza Ríos, Jorge Luis","Resumen:Our objective was to develop a diagnostic test to predict the etiology of Variceal Upper Gastrointestinal Bleeding (VUGIB). We conducted a retrospective cohort study. Medical records of patients over 18 years of age with Upper Gastrointestinal Bleeding (UGIB) who attended the emergency service of Hospital Cayetano Heredia (HCH) in Lima-Peru between 2019 and 2022 were reviewed; demographic, laboratory and clinical data were collected. Subsequently, predictive variables of variceal upper gastrointestinal bleeding (VUGIB) were identified using multiple logistic regression. Each variable with predictive capacity was assigned a score with a cut-off point and served to build a predictive scale for VUGIB. 197 medical records of patients with UGIB were included, of which 127 (64%) had non-variceal bleeding, and 70 (36%), variceal. Four independent predictors were identified: hematemesis (red vomit) (OR: 4,192, 95% CI: 1.586-11.082), platelet count (OR: 3.786, 95% CI: 1.324-10.826), history of UGIB (OR: 2.634, 95% CI: 1.017-6.820), signs of chronic liver disease (OR: 11.244, 95% CI: 3.067-35.047), with which a predictive scale was constructed, with a cut-off point >7 and ≤7; which showed a sensitivity, specificity, positive predictive value, negative predictive value, positive likelihood ratio, and negative of 58.6%, 90.6%, 77.4%, 79.9%, 6.20, and 0.46 respectively. In conclusion, the predictive scale with a cut-off point >7 is useful for predicting the presence of VUGIB in patients who attend the emergency room for UGIB.Nuestro objetivo fue desarrollar un test diagnóstico para predecir la etiología de la Hemorragia Digestiva Alta Variceal (HDAV). Realizamos un estudio de cohorte retrospectivo. Se revisaron historias clínicas de pacientes mayores de 18 años con Hemorragia Digestiva Alta (HDA) que acudieron al servicio de emergencia del Hospital Cayetano Heredia (HCH) de Lima-Perú entre el 2019 a 2022, se recolectaron datos demográficos, de laboratorio y clínicos; posteriormente, se identificaron variables predictivas de HDAV mediante una regresión logística múltiple. A cada variable con capacidad predictiva se les asignó un puntaje con un punto de corte y sirvió para construir una escala predictiva de HDAV. Se incluyeron 197 historias clínicas de pacientes con HDA, de los cuales 127 (64%) tuvieron sangrado de causa no variceal, y, 70 (36%), variceal. Se identificaron 4 factores predictivos independientes: hematemesis (vómito rojo) (OR: 4,192, IC 95%: 1,586-11,082), recuento de plaquetas (OR: 3,786, IC 95%: 1,324-10,826), antecedente de HDA (OR: 2,634, IC 95%: 1,017-6,820), signos de enfermedad hepática crónica (OR: 11,244, IC 95%: 3,067-35,047), con los que se construyó una escala predictiva, con un punto de corte >7 y ≤7; que mostró una sensibilidad, especificidad, valor predictivo positivo, valor predictivo negativo, cociente de probabilidad positivo, y, negativo de 58,6%, 90,6%, 77,4%, 79,9%, 6,20, y 0,46 respectivamente. En conclusión, la escala predictiva con un punto de corte >7 es útil para predecir la presencia de la HDAV en pacientes que acuden a la emergencia por HDA.",Sociedad de Gastroenterología del Perú,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14683
Unveiling the Burden of Miscoding and Misclassification in Stroke Mortality: Analysis of Multiple Cause-of-Death Data in Mexico.,"Cahuana Hurtado, Lucero; Gómez-Dantés, Héctor; De la Cruz-Góngora, Vanessa; Chiquete, Erwin; Cantú-Brito, Carlos","Resumen:BACKGROUND: The prevalence of risk factors for cerebrovascular diseases in Mexico is increasing although stroke mortality declined from 1990 to 2010, without  meaningful changes afterward. While improving access to adequate prevention and  care could explain this trend, miscoding and misclassification in death  certificates need to be assessed to unveil the true burden of stroke in Mexico.  Practices in death certification along with the presence of multi-morbidity could  contribute to this distortion. Analyses of multiple causes of death could reveal  ill-defined stroke deaths, providing a glimpse of this bias. METHODS:  Cause-of-death information from 4,262,666 death certificates in Mexico from 2009  to 2015, was examined to determine the extent of miscoding and misclassification  on the true burden of stroke. Age-standardized mortality rates per 100,000  inhabitants (ASMR) were calculated for stroke as underlying and multiple causes  of death, by sex and state. Deaths were classified following international  standards as ischemic stroke, intracerebral hemorrhage, subarachnoid hemorrhage,  and unspecified, which were kept as an independent category to measure miscoding.  To approximate misclassification, we compared ASMR under three misclassification  scenarios: (1) current (the status quo); (2) moderate, which includes deaths from  selected causes mentioning stroke; and (3) high which includes all deaths  mentioning stroke. National and subnational data were analyzed to search for  geographical patterns. RESULTS: The burden of stroke in Mexico is underreported  due to miscoding and misclassification. Miscoding is an important issue since  almost 60% of all stroke deaths are registered as unspecified. Multiple cause  analysis indicates that stroke ASMR could increase 39.9%-52.9% of the current  ASMR under moderate and high misclassification scenarios, respectively. Both  problems indicate the need to improve death codification procedures and  cause-of-death classification. CONCLUSIONS: Miscoding and misclassification lead  to underestimation of the burden of stroke in Mexico. Stroke deaths are  underreported when other important causes coexist, being diabetes the most  frequent.",Karger,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14681
The role of flow in the self-assembly of dragline spider silk proteins,"Herrera-Rodríguez, Ana M.; Dasanna, Anil Kumar; Daday, Csaba; Cruz Chú, Eduardo Roberto; Aponte-Santamaría, Camilo; Schwarz, Ulrich S.; Gräter, Frauke","Resumen:Hydrodynamic flow in the spider duct induces conformational changes in dragline spider silk proteins (spidroins) and drives their assembly, but the underlying physical mechanisms are still elusive. Here we address this challenging multiscale problem with a complementary strategy of atomistic and coarse-grained molecular dynamics simulations with uniform flow. The conformational changes at the molecular level were analyzed for single-tethered spider silk peptides. Uniform flow leads to coiled-to-stretch transitions and pushes alanine residues into β sheet and poly-proline II conformations. Coarse-grained simulations of the assembly process of multiple semi-flexible block copolymers using multi-particle collision dynamics reveal that the spidroins aggregate faster but into low-order assemblies when they are less extended. At medium-to-large peptide extensions (50%–80%), assembly slows down and becomes reversible with frequent association and dissociation events, whereas spidroin alignment increases and alanine repeats form ordered regions. Our work highlights the role of flow in guiding silk self-assembly into tough fibers by enhancing alignment and kinetic reversibility, a mechanism likely relevant also for other proteins whose function depends on hydrodynamic flow.",Elsevier,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14679
"Tuberculosis Knowledge among Persons Living with HIV Attending a Tertiary Hospital in Lima, Peru.","Paredes Sosa, José Luis; Navarro Hoyos, Rafaella Alexandra; Echevarria Zarate, Juan Ignacio; Seas Ramos, Carlos Rafael; Prochazka Nuñez, Mateo; Otero Vegas, Larissa","Resumen:Tuberculosis (TB) is the leading cause of death among people living with HIV (PLWH). Limited TB knowledge has been associated with delayed TB diagnosis and  low adherence to TB treatment. A cross-sectional study was conducted among PLWH  at the largest HIV-referral center in Lima, Peru, to describe TB knowledge among  PLWH and potential associated sociodemographic factors. Participants answered a  self-administered survey on TB knowledge, which consisted of five questions about  TB cure, transmission, treatment, symptoms, and prevention. Of 179 PLWH enrolled,  most participants did not know that isoniazid (85%) and antiretrovirals (78%) are  preventive measures for TB, and 56 (31.3%) knew that TB can be asymptomatic in  PLWH. We did not find statistical differences in TB knowledge based on gender,  education, marital status, and time on HIV care. We identified important gaps in  TB knowledge among PLWH. Addressing these gaps could empower PLWH to reduce their TB risk.",American Journal of Tropical Medicine and Hygiene,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14680
Visceral larva Migrans in a Young Italian Patient: A Diagnostic Dilemma,"Francalanci, E.; Manciulli, T.; Bandini, G.; Blanc, P.; Bonelli, S.I.; Brunetti, E.; Gotuzzo Herencia, José Eduardo; Cretu, C.M.; Gobbi, F.; Bartoloni, A.; Zammarchi, L.","Resumen:Background: The association of fever, focal hepatic lesions and peripheral hyper-eosinophilia (FHLH) can be observed in both infectious and non-infectious conditions. Fascioliasis, capillariasis, toxocariasis, all causes of visceral larva migrans (VLM), represent most of the former, whilst lymphomas, eosinophilic leukemias and mastocytosis belong in the non-infectious conditions. Methods: We prospectively followed a young patient presenting with FHLH in the Tuscany region of Italy. Results: The patient was subject to serological and parasitological examination in an attempt to clarify the origin of the lesions. Serologies for both Fasciola hepatica and Toxocara spp. were positive, with the latter presenting a higher index. We opted for treatment with a prolonged course of albendazole due to the serological results and being toxocariasis more frequent in our setting. The patient was then subject to radiological follow-up. The patient responded to treatment with albendazole as shown by a decrease in eosinophils, seronegativization for Toxocara spp., clinical and radiological improvement. Toxocariasis was hence considered the most likely diagnosis. Conclusions: Parasitic infections cannot be disregarded in the presence of FHLH. Differential diagnosis between these parasitic infections can be challenging due to the presence of similar clinical presentations and serological cross-reactions, and follow-up of the patient is needed to ensure optimal treatment outcomes.",Springer,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14682
Algoritmo de tratamiento de la dermatitis atópica en Perú. Consenso de expertos,"Butron, Pablo; Galvan, Cesar; Ballona, Rosalía; Castro-Vargas, Evelyn Giuliana; Bravo Puccio, Francisco Gerardo; Gereda-Solari, José Enrique; Larco-Sousa, José Ignacio; Matos, Edgar; Torres-Ibérico, Rosario","Resumen:OBJECTIVE: Atopic dermatitis is a chronic, systemic, relapsing disease with dermatological manifestations, which imposes a high burden on patients, families  and the health care system and has a high psychological, social, and economic  impact and on the quality of life of patients. It mainly affects the pediatric  population and, to a lesser extent, the adult population. The clinical  presentation varies according to the age and evolution of the disease, and  currently there are multiple pharmacological and non-pharmacological therapies  available for the symptomatic management of patients. METHODS: To present an  algorithm for the management of atopic dermatitis, proposed as a series of  recommendations on the management, diagnosis, education, and follow-up of these  patients. RESULTS: A consensus was reached using the nominal group technique. The  methodology was developed in 7 phases, including: posing the research questions,  literature search, an initial proposal of recommendations, elaboration of the  final recommendations and the management algorithm with three voting cycles,  consensus was established with 80% favorability. CONCLUSIONS: The result of the  consensus process is a management algorithm for patients with mild,  moderate/severe atopic dermatitis derived from expert recommendations. The  algorithm establishes diagnostic and treatment criteria and provides updated  recommendations, including all therapeutic alternatives available in Peru for the  management of patients with mild, moderate, and severe atopic dermatitis.Introducción: La dermatitis atópica es una enfermedad crónica, sistémica, reincidente, con manifestaciones dermatológicas,  que  impone  una  alta  carga  a  los  pacientes,  las  familias  y  los  sistemas  de  salud,  y  tiene  re-percusión psicológica, social y económica, y en la calidad de vida de los pacientes. Afecta principalmente a la población pediátrica y con menor frecuencia a la adulta. Las manifestaciones clínicas varían según la edad y evolución de la enfermedad, y en la actualidad se dispone de múltiples opciones farmacológicas y no farmaco-lógicas para el tratamiento de los pacientes.Objetivo: Presentar un algoritmo de tratamiento de la dermatitis atópica, propuesto con una serie de reco-mendaciones acerca del diagnóstico, tratamiento y seguimiento de los pacientes.Métodos: Se llevó a cabo un consenso de expertos, utilizando la técnica del grupo nominal. La metodología se desarrolló en 7 fases que incluyeron: planteamiento de las preguntas de investigación, búsqueda de la biblio-grafía, propuesta inicial de las recomendaciones, elaboración de las recomendaciones finales y del algoritmo de tratamiento con tres ciclos de votación. Se estableció el consenso con un 80% de favorabilidad.Resultados y conclusiones:El resultado del consenso fue un algoritmo de tratamiento de pacientes con der-matitis atópica leve, moderada-grave, derivado de las recomendaciones de expertos. En el algoritmo se es-tablecen criterios diagnósticos y de tratamiento, y se aportan recomendaciones actualizadas que incluyen las alternativas disponibles en Perú.",Revista Alergia México,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14684
Restoration of a Vital Tooth With Extensive Crown Destruction Using Glass Fiber and Polyethylene Fiber-reinforced Composite Resin: A Clinical Case,"Saravia Rojas, Miguel Ángel; Espinoza Jimenez, Giulianna Alessandra; Huanambal Tiravanti, Víctor Abel; Geng-Vivanco, R.","Resumen:Conservative restorative dentistry has been evolving in the last 25 years, focusing mainly on the development of direct restorative materials. Resin-based composites remain an excellent conservative alternative for restoration of teeth with extensive caries lesions. Over time, several strategies have been proposed to improve the mechanical properties of these composites so that they can adequately withstand masticatory forces. Glass fiber-reinforced resin-based composites and their use in situations where there is great loss of tooth structure have gained popularity due to their favorable mechanical properties. Combined techniques with polyethylene fibers can further enhance their clinical performance. This study presents a brief review of their most important qualities and potential use in direct restorative procedures. In addition, a clinical case is described where a vital tooth with extensive coronal destruction was restored using polyethylene fibers embedded in glass fiber-reinforced flowable resin under resin-based composite. The reinforcement of both the remaining tooth structure and the restoration with fibers is a valid treatment option since the network structure formed by the fiber reinforcement can increase the longevity of the direct composite restorations. There are few reports in the literature describing the use of a combined technique using polyethylene fibers embedded in glass fiber-reinforced flowable resin under resin-based composite. Thus, clinical follow-up of this case is required.",Indiana University School of Dentistry,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14665
"Short-term effects and safety of a natural oral supplement containing glucosinolates, phytosterols, and citrus flavonoids compared with hormone  treatment for the management of postmenopausal symptomatic women: a pilot  single-center randomized phase 2 clinical trial.","Villar-López, Martha; Soto-Becerra, Percy; Chedraui, Peter; Osorio-Manyari, Joel D.; Al-Kassab-Córdova, Ali; Osorio-Manyari, Angel A.; Fernandez-Sosaya, José L.; Moya-Silvestre, Edith; Rojas, Percy A.; Lugo-Martínez, Gabriela; Mezones-Holguín, Edward","Resumen:OBJECTIVE: This study aimed to evaluate the short-term efficacy and safety of an oral herbal supplement containing glucosinolates, phytosterols, and citrus  flavonoids for menopausal symptoms in comparison with estrogen plus progestogen  therapy (EPT) among postmenopausal women. METHODS: This was a pilot  single-blinded, three-armed phase II randomized clinical trial, controlled with  EPT. Sixty participants were randomly assigned to receive treatment for 3 months:  (1) an oral herbal supplement of 1,500 mg/d (G1, n = 20), (2) an oral herbal  supplement of 3,000 mg/d (G2, n = 20), or (3) conjugated equine estrogens 0.625  mg/d plus medroxyprogesterone acetate of 5 mg/d (EPT group, n = 20). The primary  endpoint was the intensity of menopausal symptoms as measured using the  Menopause-Specific Quality of Life Questionnaire (global and domain scores). The  Menopause-Specific Quality of Life Questionnaire uses a 7-point scale to rate the  symptom intensity, with higher scores indicating severity. The secondary  endpoints were hormonal, lipid, and safety profiles. RESULTS: Fifty-four  participants (n = 54) completed the study. The mean, model-estimated, and global  menopausal symptom scores at 3 months were 85.8 in the EPT group, 61.3 in G1, and  62.5 in G2. Participants treated with the herbal compound had lower global (13.7  [6.9-20.4], P < 0.001) and physical symptom scores (6.6 [1.6-11.5], P = 0.002) on  the second month and lower psychosocial symptom scores (3.8 [1.3 to 6.3], P <  0.001) on the third month of follow-up, compared with EPT. Conversely,  participants receiving EPT showed better outcomes on vasomotor symptoms since the  first month of treatment (-6.1 [-8.3 to -4.0], P < 0.001). The EPT group  exhibited higher values of estradiol and lower follicle-stimulating hormone and  luteinizing hormone since the first month of follow-up. Also, total cholesterol,  low-density lipoprotein cholesterol, and high-density lipoprotein cholesterol  were significantly higher in this group than in G2. CONCLUSIONS: In this small  single-blind exploratory trial, the oral herbal supplement was more efficacious  in reducing global, physical, and psychosocial menopausal symptoms in the short  term than EPT. However, further studies are needed to adequately assess the  efficacy and safety of this herbal supplement in the treatment of menopausal  symptoms.",Wolters Kluwer Health,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14671
Risks of low vaccination coverage and strategies to prevent the resurgence of vaccine-preventable diseases in infants in the COVID-19 pandemic scenario:  recommendations for Latin America and the Caribbean by the group of experts on  infant immunization for Latin America.,"Avila Agüero, Maria L.; Castillo, Jose Brea Del; Falleiros-Arlant, Luiza Helena; Berezín, Eitan; de Moraes, Jose Cassio; Torres-Martínez, Carlos; Lopez, Eduardo L.; Castillo Díaz, María Esther; Laris-Gonzalez, Almudena; Solorzano, Fortino; Gentile, Angela; Torres Torretti, Juan Pablo; López-Medina, Eduardo","Resumen:INTRODUCTION: The WHO 2030 Immunization Agenda (IA-2030) harmonizes immunization activity plans at community, national, regional and global levels. Additionally,  medical societies play an important role. The Latin American Group of Experts on  Infant Immunization, established in 2018, advises on the harmonization, update,  and optimization of infant vaccination programs in Latin America and the  Caribbean (LAC). In September 2021, 41 such experts from 13 LAC countries met to  develop recommendations for increasing regional vaccination coverage to avoid the  reemergence of vaccine-preventable diseases and/or the occurrence of outbreaks.  AREAS COVERED: The following items were evaluated: (i) immunization challenges  before and during the COVID-19 pandemic; (ii) the status of current immunization  programs, particularly infant pertussis and polio vaccination; (iii) possible  solutions for overcoming vaccination challenges and achieving regional  vaccination coverage targets. EXPERT OPINION/COMMENTARY: Medical societies  provide valuable recommendations to guide and update vaccination schedules. In  the LAC region, possible strategies to achieve target vaccination rates include  the use of combination vaccines, strengthening surveillance systems, improving  school attendance, advancing vaccine education and confidence, striving for  vaccination equity, widening operational capacity, creating strategic alliances,  and strengthening the role of medical groups. It is hoped that these  recommendations will be implemented in the LAC region.",Taylor and Francis,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14668
Rethinking how development assistance for health can catalyse progress on primary health care.,"Kasper, Tobias; Yamey, Gavin; Dwyer, Sinead; McDade, Kaci Kennedy; Lidén, Jon; Lüdemann, Cora; Diab, Mohamed Mustafa; Ogbuoji, Osondu; Poodla, Prashant; Schrade, Christina; Thoumi, Andrea; Zimmerman, Armand; Assefa, Yibeltal; Allen, Luke N.; Basinga, Paulin; Garcia Funegra, Patricia Jannet; Jackson, Debra; Mwanyika, Henry; Nugent, Rachel; Ofosu, Anthony; Rawaf, Salman; Reddy, K. Srinath; Settle, Dykki; Tritter, Beth; Benn, Christoph","Resumen:Global campaigns to control HIV, tuberculosis, malaria, and vaccine-preventable illnesses showed that large-scale impact can be achieved by using additional  international financing to support selected, evidence-based, high-impact  investment areas and to catalyse domestic resource mobilisation. Building on this  paradigm, we make the case for targeting additional international funding for  selected high-impact investments in primary health care. We have identified and  costed a set of concrete, evidence-based investments that donors could support,  which would be expected to have major impacts at an affordable cost. These  investments are in: (1) individuals and communities empowered to engage in health  decision making, (2) a new model of people-centred primary care, and (3) next  generation community health workers. These three areas would be supported by  strengthening two cross-cutting elements of national systems. The first is the  digital tools and data that support facility, district, and national managers to  improve processes, quality of care, and accountability across primary health  care. The second is the educational, training, and supervisory systems needed to  improve the quality of care. We estimate that with an additional international  investment of between US$1·87 billion in a low-investment scenario and $3·85  billion in a high-investment scenario annually over the next 3 years, the  international community could support the scale-up of this evidence-based package  of investments in the 59 low-income and middle-income countries that are eligible  for external financing from the World Bank Group's International Development  Association.",Elsevier,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14666
Risk factors associated with saphenous vein graft aneurysm after coronary artery bypass graft.,"Ghosh, Bikona; SIbi Krishna, Thiyagarajan; Boini, Aishwarya; Del Castillo Miranda, José Carlos; Sinha, Mehul; Bansal, Radha; Visconti-Lopez, Fabriccio J.; Mesfin Girma, Samuel; Aliye Asfaw, Yonathan","Resumen:INTRODUCTION: Saphenous vein graft aneurysm (SVGA) is a rare but life-threatening complication following coronary artery bypass grafting (CABG). The authors aim to  identify the potential risk factors that lead to SVGA in post-CABG patients.  METHODS: A systematic review of original studies, observational studies,  systematic reviews, meta-analyses, case studies, and case series was conducted  using PubMed, Web of Science, Scopus, EMBASE, and Google Scholar involving adult  patients (>18) with SVGA after CABG using MESH terminology in a broad search  strategy. All searches were performed and analyzed according to PRISMA and  duplicates were removed via Rayyan. Two independent investigators extracted and  assessed the data involving demographics, and baseline data related to CABG and  its manifestations. RESULTS: Out of 487 finalized articles, 14 of them matched  the inclusion requirements and reported 12 cases of SVGAs following CABG.  Atherosclerosis with intimal calcification was the most common risk factor  followed by infection. Others included hyperlipidemia, pneumonia, and cardiac  pathologies mostly related to the ventricles and valves. CONCLUSION:  Atherosclerosis associated with intimal calcification is the most common risk  factor. Patient outcomes seem to improve upon early identification and regular  follow-up imaging. The exclusion criteria indicated the study's limits, and  future studies that address these constraints may be able to better understand  the risk variables involved in the genesis of SVGA.",Elsevier,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14667
Sex differences in the etiology and burden of heart failure across country income level: analysis of 204 countries and territories 1990-2019.,"Wei, Sunny; Miranda, J. Jaime; Mamas, Mamas A.; Zühlke, Liesl J.; Kontopantelis, Evan; Thabane, Lehana; Van Spall, Harriette G. C.","Resumen:BACKGROUND: Heart failure (HF) is a global epidemic. OBJECTIVE: To assess global sex differences in HF epidemiology across country income levels. METHODS AND  RESULTS: Using Global Burden of Disease (GBD) data from 204 countries and  territories 1990-2019, we assessed sex differences in HF prevalence, etiology,  morbidity, and temporal trends across country sociodemographic index or gross  national income. We derived age-standardized rates. Of 56.2 million (95%  uncertainty interval [UI] 46.4-67.8 million) people with HF in 2019, 50.3% were  females and 69.2% lived in low- and middle-income countries; age-standardized  prevalence was greater in males and in high-income countries. Ischaemic and  hypertensive heart disease were top causes of HF in males and females,  respectively. There were 5.1 million (95% UI 3.3-7.3 million) years lived with  disability, distributed equally between sexes. Between 1990 and 2019, there was  an increase in HF cases, but a decrease in age-standardized rates per 100 000 in  males (9.1%, from 864.2 to 785.7) and females (5.8%, from 686.0 to 646.1).  High-income regions experienced a 16.0% decrease in age-standardized rates (from  877.5 to 736.8), while low-income regions experienced a 3.9% increase (from 612.1  to 636.0), largely consistent across sexes. There was a temporal increase in  age-standardized HF from hypertensive, rheumatic, and calcific aortic valvular  heart disease, and a decrease from ischaemic heart disease, with regional and sex  differences. CONCLUSION: Age-standardized HF rates have decreased over time, with  larger decreases in males than females; and with large decreases in high-income  and small increases in low-income regions. Sex and regional differences offer  targets for intervention.",Oxford University Press,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14670
The evolution of imaging and portable imaging tools to aid tuberculosis diagnosis,"Bigio, J.; Denkinger, C.M.; Kadam, R.; Kohli, M.; Sulis, G.; Ugarte Gil, Cesar Augusto; Yerlikaya, S.; Pai, M.","Resumen:Imaging has a long history as an aid to the diagnosis of TB. In recent years, the pace of technological development in the imaging of TB has been rapid, with the arrival of ultra-portable CXR and point-of-care ultrasound (POCUS) devices, as well as substantial advances made in computer-aided detection (CAD) of CXRs, leading to the WHO’s landmark 2021 recommendation of CAD as an alternative to human interpretation of digital CXRs for the screening of TB. However, the evidence is currently limited and of low quality for the use of POCUS as a diagnostic aid for TB. In this chapter, we review the current status of these imaging tools to aid TB diagnosis.",European Respiratory Society,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14675
